Name,IPFamily,Type,IPAddress,Description
CTAS_IP_1223,IPv4,IP,123.12.230.144,악성코드 유포지
CTAS_IP_1224,IPv4,IP,115.55.55.68,악성코드 유포지
CTAS_IP_1225,IPv4,IP,115.48.47.68,악성코드 유포지
CTAS_IP_1226,IPv4,IP,115.61.120.173,악성코드 유포지
CTAS_IP_1227,IPv4,IP,111.61.92.78,악성코드 유포지
CTAS_IP_1228,IPv4,IP,112.248.83.208,악성코드 유포지
CTAS_IP_1229,IPv4,IP,112.239.98.18,악성코드 유포지
CTAS_IP_1230,IPv4,IP,61.176.198.170,악성코드 유포지
CTAS_IP_1231,IPv4,IP,61.137.156.80,악성코드 유포지
CTAS_IP_1232,IPv4,IP,42.55.60.139,악성코드 유포지
CTAS_IP_1233,IPv4,IP,42.54.152.244,악성코드 유포지
CTAS_IP_1234,IPv4,IP,42.7.194.79,악성코드 유포지
CTAS_IP_1235,IPv4,IP,42.59.114.46,악성코드 유포지
CTAS_IP_1236,IPv4,IP,42.178.22.249,악성코드 유포지
CTAS_IP_1237,IPv4,IP,27.37.228.169,악성코드 유포지
CTAS_IP_1238,IPv4,IP,175.149.146.87,악성코드 유포지
CTAS_IP_1239,IPv4,IP,175.148.151.207,악성코드 유포지
CTAS_IP_1240,IPv4,IP,113.237.111.57,악성코드 유포지
CTAS_IP_1241,IPv4,IP,70.45.151.28,악성코드 유포지
CTAS_IP_1242,IPv4,IP,37.52.190.75,악성코드 유포지
CTAS_IP_1243,IPv4,IP,203.67.9.93,악성코드 유포지
CTAS_IP_1244,IPv4,IP,95.70.238.134,악성코드 유포지
CTAS_IP_1245,IPv4,IP,82.140.232.162,악성코드 유포지
CTAS_IP_1246,IPv4,IP,178.141.186.36,악성코드 유포지
CTAS_IP_1247,IPv4,IP,110.37.66.248,악성코드 유포지
CTAS_IP_1248,IPv4,IP,110.37.78.177,악성코드 유포지
CTAS_IP_1249,IPv4,IP,180.190.184.188,악성코드 유포지
CTAS_IP_1250,IPv4,IP,124.6.169.54,악성코드 유포지
CTAS_IP_1251,IPv4,IP,124.6.169.46,악성코드 유포지
CTAS_IP_1252,IPv4,IP,120.28.109.102,악성코드 유포지
CTAS_IP_1253,IPv4,IP,88.88.147.173,악성코드 유포지
CTAS_IP_1254,IPv4,IP,85.113.165.216,악성코드 유포지
CTAS_IP_1255,IPv4,IP,117.245.216.249,악성코드 유포지
CTAS_IP_1256,IPv4,IP,36.69.68.79,악성코드 유포지
CTAS_IP_1257,IPv4,IP,196.190.224.62,악성코드 유포지
CTAS_IP_1258,IPv4,IP,61.68.175.20,악성코드 유포지
CTAS_IP_1259,IPv4,IP,77.247.93.40,악성코드 유포지
CTAS_IP_1260,IPv4,IP,36.232.76.38,피싱
CTAS_IP_1261,IPv4,IP,1.163.244.14,피싱
CTAS_IP_1262,IPv4,IP,111.253.215.32,피싱
CTAS_IP_1263,IPv4,IP,36.232.124.199,피싱
CTAS_IP_1264,IPv4,IP,1.163.244.142,피싱
CTAS_IP_1265,IPv4,IP,36.232.89.116,피싱
CTAS_IP_1266,IPv4,IP,36.232.112.239,피싱
CTAS_IP_1267,IPv4,IP,114.26.167.169,피싱
CTAS_IP_1268,IPv4,IP,111.253.205.114,피싱
CTAS_IP_1269,IPv4,IP,111.253.211.10,피싱
CTAS_IP_1270,IPv4,IP,1.163.247.143,피싱
CTAS_IP_1271,IPv4,IP,36.232.93.132,피싱
CTAS_IP_1272,IPv4,IP,111.246.102.43,피싱
CTAS_IP_1273,IPv4,IP,36.232.69.153,피싱
CTAS_IP_1274,IPv4,IP,36.232.125.88,피싱
CTAS_IP_1275,IPv4,IP,36.232.70.172,피싱
CTAS_IP_1276,IPv4,IP,36.232.66.252,피싱
CTAS_IP_1277,IPv4,IP,111.253.216.48,피싱
CTAS_IP_1278,IPv4,IP,111.253.194.152,피싱
CTAS_IP_1279,IPv4,IP,111.253.216.7,피싱
CTAS_IP_1280,IPv4,IP,36.232.70.45,피싱
CTAS_IP_1281,IPv4,IP,1.163.213.68,피싱
CTAS_IP_1282,IPv4,IP,111.253.214.6,피싱
CTAS_IP_1283,IPv4,IP,111.246.108.124,피싱
CTAS_IP_1284,IPv4,IP,36.232.88.157,피싱
CTAS_IP_1285,IPv4,IP,36.232.100.159,피싱
CTAS_IP_1286,IPv4,IP,27.24.73.156,악성코드 유포지
CTAS_IP_1287,IPv4,IP,58.47.67.71,악성코드 유포지
CTAS_IP_1288,IPv4,IP,117.26.227.81,악성코드 유포지
CTAS_IP_1289,IPv4,IP,175.23.69.144,악성코드 유포지
CTAS_IP_1290,IPv4,IP,27.193.158.155,악성코드 유포지
CTAS_IP_1291,IPv4,IP,115.63.133.39,악성코드 유포지
CTAS_IP_1292,IPv4,IP,115.48.161.193,악성코드 유포지
CTAS_IP_1293,IPv4,IP,222.139.106.179,악성코드 유포지
CTAS_IP_1294,IPv4,IP,123.14.45.22,악성코드 유포지
CTAS_IP_1295,IPv4,IP,61.52.42.221,악성코드 유포지
CTAS_IP_1296,IPv4,IP,120.84.212.138,악성코드 유포지
CTAS_IP_1297,IPv4,IP,119.116.58.96,악성코드 유포지
CTAS_IP_1298,IPv4,IP,42.5.232.33,악성코드 유포지
CTAS_IP_1299,IPv4,IP,36.232.98.34,피싱
CTAS_IP_1300,IPv4,IP,36.232.127.19,피싱
CTAS_IP_1301,IPv4,IP,36.232.107.107,피싱
CTAS_IP_1302,IPv4,IP,111.253.215.195,피싱
CTAS_IP_1303,IPv4,IP,36.232.83.22,피싱
CTAS_IP_1304,IPv4,IP,154.208.24.194,피싱
CTAS_IP_1305,IPv4,IP,36.232.98.138,피싱
CTAS_IP_1306,IPv4,IP,111.253.214.199,피싱
CTAS_IP_1307,IPv4,IP,36.232.84.212,피싱
CTAS_IP_1308,IPv4,IP,111.253.215.191,피싱
CTAS_IP_1309,IPv4,IP,36.232.111.200,피싱
CTAS_IP_1310,IPv4,IP,45.137.9.243,피싱
CTAS_IP_1311,IPv4,IP,111.253.216.13,피싱
CTAS_IP_1312,IPv4,IP,170.55.7.234,악성코드 유포지
CTAS_IP_1313,IPv4,IP,76.49.31.147,악성코드 유포지
CTAS_IP_1314,IPv4,IP,99.154.56.170,악성코드 유포지
CTAS_IP_1315,IPv4,IP,219.68.46.54,악성코드 유포지
CTAS_IP_1316,IPv4,IP,85.226.212.168,악성코드 유포지
CTAS_IP_1317,IPv4,IP,109.171.30.19,악성코드 유포지
CTAS_IP_1318,IPv4,IP,178.34.124.79,악성코드 유포지
CTAS_IP_1319,IPv4,IP,212.34.111.149,악성코드 유포지
CTAS_IP_1320,IPv4,IP,103.190.22.80,악성코드 유포지
CTAS_IP_1321,IPv4,IP,110.36.1.80,악성코드 유포지
CTAS_IP_1322,IPv4,IP,120.28.189.137,악성코드 유포지
CTAS_IP_1323,IPv4,IP,222.127.251.163,악성코드 유포지
CTAS_IP_1324,IPv4,IP,222.127.71.141,악성코드 유포지
CTAS_IP_1325,IPv4,IP,43.224.0.5,악성코드 유포지
CTAS_IP_1326,IPv4,IP,59.98.68.37,악성코드 유포지
CTAS_IP_1327,IPv4,IP,61.3.31.57,악성코드 유포지
CTAS_IP_1328,IPv4,IP,36.67.66.178,악성코드 유포지
CTAS_IP_1329,IPv4,IP,36.79.155.28,악성코드 유포지
CTAS_IP_1330,IPv4,IP,223.197.231.77,악성코드 유포지
CTAS_IP_1331,IPv4,IP,196.190.16.141,악성코드 유포지
CTAS_IP_1332,IPv4,IP,1.181.226.40,악성코드 유포지
CTAS_IP_1333,IPv4,IP,111.76.224.52,악성코드 유포지
CTAS_IP_1334,IPv4,IP,112.245.255.226,악성코드 유포지
CTAS_IP_1335,IPv4,IP,112.248.102.159,악성코드 유포지
CTAS_IP_1336,IPv4,IP,113.238.180.161,악성코드 유포지
CTAS_IP_1337,IPv4,IP,115.210.194.175,악성코드 유포지
CTAS_IP_1338,IPv4,IP,115.49.218.255,악성코드 유포지
CTAS_IP_1339,IPv4,IP,115.54.154.222,악성코드 유포지
CTAS_IP_1340,IPv4,IP,115.55.217.90,악성코드 유포지
CTAS_IP_1341,IPv4,IP,115.56.152.61,악성코드 유포지
CTAS_IP_1342,IPv4,IP,115.59.11.122,악성코드 유포지
CTAS_IP_1343,IPv4,IP,116.139.137.30,악성코드 유포지
CTAS_IP_1344,IPv4,IP,116.2.55.4,악성코드 유포지
CTAS_IP_1345,IPv4,IP,119.118.34.218,악성코드 유포지
CTAS_IP_1346,IPv4,IP,119.185.240.21,악성코드 유포지
CTAS_IP_1347,IPv4,IP,120.33.246.240,악성코드 유포지
CTAS_IP_1348,IPv4,IP,122.190.162.101,악성코드 유포지
CTAS_IP_1349,IPv4,IP,123.10.0.14,악성코드 유포지
CTAS_IP_1350,IPv4,IP,123.5.186.57,악성코드 유포지
CTAS_IP_1351,IPv4,IP,124.94.244.215,악성코드 유포지
CTAS_IP_1352,IPv4,IP,125.41.247.110,악성코드 유포지
CTAS_IP_1353,IPv4,IP,125.45.8.113,악성코드 유포지
CTAS_IP_1354,IPv4,IP,163.142.77.174,악성코드 유포지
CTAS_IP_1355,IPv4,IP,163.142.94.187,악성코드 유포지
CTAS_IP_1356,IPv4,IP,175.147.230.226,악성코드 유포지
CTAS_IP_1357,IPv4,IP,175.148.164.67,악성코드 유포지
CTAS_IP_1358,IPv4,IP,175.174.100.157,악성코드 유포지
CTAS_IP_1359,IPv4,IP,175.31.170.117,악성코드 유포지
CTAS_IP_1360,IPv4,IP,182.113.196.209,악성코드 유포지
CTAS_IP_1361,IPv4,IP,182.117.48.189,악성코드 유포지
CTAS_IP_1362,IPv4,IP,182.122.153.187,악성코드 유포지
CTAS_IP_1363,IPv4,IP,182.240.3.9,악성코드 유포지
CTAS_IP_1364,IPv4,IP,182.247.205.241,악성코드 유포지
CTAS_IP_1365,IPv4,IP,218.21.121.71,악성코드 유포지
CTAS_IP_1366,IPv4,IP,219.156.172.168,악성코드 유포지
CTAS_IP_1367,IPv4,IP,219.156.90.247,악성코드 유포지
CTAS_IP_1368,IPv4,IP,220.168.236.202,악성코드 유포지
CTAS_IP_1369,IPv4,IP,220.201.91.136,악성코드 유포지
CTAS_IP_1370,IPv4,IP,220.202.66.244,악성코드 유포지
CTAS_IP_1371,IPv4,IP,221.15.134.43,악성코드 유포지
CTAS_IP_1372,IPv4,IP,27.37.126.131,악성코드 유포지
CTAS_IP_1373,IPv4,IP,27.37.63.88,악성코드 유포지
CTAS_IP_1374,IPv4,IP,39.73.126.106,악성코드 유포지
CTAS_IP_1375,IPv4,IP,39.82.70.52,악성코드 유포지
CTAS_IP_1376,IPv4,IP,39.91.3.146,악성코드 유포지
CTAS_IP_1377,IPv4,IP,42.225.62.100,악성코드 유포지
CTAS_IP_1378,IPv4,IP,42.227.34.48,악성코드 유포지
CTAS_IP_1379,IPv4,IP,42.229.220.26,악성코드 유포지
CTAS_IP_1380,IPv4,IP,42.230.219.32,악성코드 유포지
CTAS_IP_1381,IPv4,IP,42.232.86.100,악성코드 유포지
CTAS_IP_1382,IPv4,IP,42.233.104.38,악성코드 유포지
CTAS_IP_1383,IPv4,IP,42.239.188.177,악성코드 유포지
CTAS_IP_1384,IPv4,IP,42.55.2.130,악성코드 유포지
CTAS_IP_1385,IPv4,IP,42.56.167.222,악성코드 유포지
CTAS_IP_1386,IPv4,IP,42.7.99.125,악성코드 유포지
CTAS_IP_1387,IPv4,IP,58.255.46.66,악성코드 유포지
CTAS_IP_1388,IPv4,IP,59.42.91.85,악성코드 유포지
CTAS_IP_1389,IPv4,IP,60.23.232.193,악성코드 유포지
CTAS_IP_1390,IPv4,IP,61.176.188.44,악성코드 유포지
CTAS_IP_1391,IPv4,IP,45.164.179.97,악성코드 유포지
CTAS_IP_1392,IPv4,IP,1.170.230.106,피싱
CTAS_IP_1393,IPv4,IP,111.253.212.156,피싱
CTAS_IP_1394,IPv4,IP,111.253.213.100,피싱
CTAS_IP_1395,IPv4,IP,1.168.188.22,피싱
CTAS_IP_1396,IPv4,IP,36.232.84.191,피싱
CTAS_IP_1397,IPv4,IP,36.232.92.226,피싱
CTAS_IP_1398,IPv4,IP,36.232.105.49,피싱
CTAS_IP_1399,IPv4,IP,111.253.213.85,피싱
CTAS_IP_1400,IPv4,IP,36.232.76.148,피싱
CTAS_IP_1401,IPv4,IP,154.208.24.195,피싱
CTAS_IP_1402,IPv4,IP,36.232.108.142,피싱
CTAS_IP_1403,IPv4,IP,1.170.252.18,피싱
CTAS_IP_1404,IPv4,IP,36.232.83.201,피싱
CTAS_IP_1405,IPv4,IP,36.232.84.32,피싱
CTAS_IP_1406,IPv4,IP,111.253.214.114,피싱
CTAS_IP_1407,IPv4,IP,36.232.86.97,피싱
CTAS_IP_1408,IPv4,IP,1.164.181.97,피싱
CTAS_IP_1409,IPv4,IP,36.232.118.226,피싱
CTAS_IP_1410,IPv4,IP,111.253.196.212,피싱
CTAS_IP_1411,IPv4,IP,111.253.213.9,피싱
CTAS_IP_1412,IPv4,IP,36.232.109.8,피싱
CTAS_IP_1413,IPv4,IP,111.253.218.42,피싱
CTAS_IP_1414,IPv4,IP,110.137.158.208,악성코드 유포지
CTAS_IP_1415,IPv4,IP,125.47.197.38,악성코드 유포지
CTAS_IP_1416,IPv4,IP,106.4.101.215,악성코드 유포지
CTAS_IP_1417,IPv4,IP,111.127.226.51,악성코드 유포지
CTAS_IP_1418,IPv4,IP,183.128.66.77,악성코드 유포지
CTAS_IP_1419,IPv4,IP,123.5.125.123,악성코드 유포지
CTAS_IP_1420,IPv4,IP,112.248.108.165,악성코드 유포지
CTAS_IP_1421,IPv4,IP,115.55.247.183,악성코드 유포지
CTAS_IP_1422,IPv4,IP,181.66.9.240,악성코드 유포지
CTAS_IP_1423,IPv4,IP,112.248.83.134,악성코드 유포지
CTAS_IP_1424,IPv4,IP,125.43.9.29,악성코드 유포지
CTAS_IP_1425,IPv4,IP,200.59.83.67,악성코드 유포지
CTAS_IP_1426,IPv4,IP,60.23.203.150,악성코드 유포지
CTAS_IP_1427,IPv4,IP,27.37.76.96,악성코드 유포지
CTAS_IP_1428,IPv4,IP,42.7.243.35,악성코드 유포지
CTAS_IP_1429,IPv4,IP,42.87.138.219,악성코드 유포지
CTAS_IP_1430,IPv4,IP,42.85.233.136,악성코드 유포지
CTAS_IP_1431,IPv4,IP,1.168.167.149,피싱
CTAS_IP_1432,IPv4,IP,36.232.89.39,피싱
CTAS_IP_1433,IPv4,IP,154.208.28.201,피싱
CTAS_IP_1434,IPv4,IP,36.232.64.240,피싱
CTAS_IP_1435,IPv4,IP,154.208.28.200,피싱
CTAS_IP_1436,IPv4,IP,38.190.222.223,악성앱 정보유출지
CTAS_IP_1437,IPv4,IP,112.248.81.107,악성코드 유포지
CTAS_IP_1438,IPv4,IP,119.183.0.94,악성코드 유포지
CTAS_IP_1439,IPv4,IP,123.12.36.229,악성코드 유포지
CTAS_IP_1440,IPv4,IP,115.58.135.123,악성코드 유포지
CTAS_IP_1441,IPv4,IP,182.123.208.65,악성코드 유포지
CTAS_IP_1442,IPv4,IP,119.179.252.253,악성코드 유포지
CTAS_IP_1443,IPv4,IP,61.53.141.55,악성코드 유포지
CTAS_IP_1444,IPv4,IP,115.49.78.223,악성코드 유포지
CTAS_IP_1445,IPv4,IP,115.57.194.89,악성코드 유포지
CTAS_IP_1446,IPv4,IP,115.53.200.55,악성코드 유포지
CTAS_IP_1447,IPv4,IP,110.39.237.192,악성코드 유포지
CTAS_IP_1448,IPv4,IP,42.231.110.189,악성코드 유포지
CTAS_IP_1449,IPv4,IP,123.13.154.237,악성코드 유포지
CTAS_IP_1450,IPv4,IP,123.5.174.14,악성코드 유포지
CTAS_IP_1451,IPv4,IP,182.60.14.185,악성코드 유포지
CTAS_IP_1452,IPv4,IP,61.52.156.107,악성코드 유포지
CTAS_IP_1453,IPv4,IP,182.121.205.61,악성코드 유포지
CTAS_IP_1454,IPv4,IP,115.56.188.79,악성코드 유포지
CTAS_IP_1455,IPv4,IP,112.248.163.41,악성코드 유포지
CTAS_IP_1456,IPv4,IP,125.44.253.132,악성코드 유포지
CTAS_IP_1457,IPv4,IP,125.47.51.191,악성코드 유포지
CTAS_IP_1458,IPv4,IP,123.190.17.86,악성코드 유포지
CTAS_IP_1459,IPv4,IP,175.147.153.201,악성코드 유포지
CTAS_IP_1460,IPv4,IP,42.87.111.156,악성코드 유포지
CTAS_IP_1461,IPv4,IP,46.146.238.1,악성코드 유포지
CTAS_IP_1462,IPv4,IP,58.255.45.207,악성코드 유포지
CTAS_IP_1463,IPv4,IP,113.236.113.47,악성코드 유포지
CTAS_IP_1464,IPv4,IP,27.37.76.223,악성코드 유포지
CTAS_IP_1465,IPv4,IP,175.150.52.154,악성코드 유포지
CTAS_IP_1466,IPv4,IP,163.142.78.131,악성코드 유포지
CTAS_IP_1467,IPv4,IP,60.18.9.66,악성코드 유포지
CTAS_IP_1468,IPv4,IP,113.236.134.2,악성코드 유포지
CTAS_IP_1469,IPv4,IP,1.164.183.60,피싱
CTAS_IP_1470,IPv4,IP,111.253.214.96,피싱
CTAS_IP_1471,IPv4,IP,36.232.64.246,피싱
CTAS_IP_1472,IPv4,IP,36.232.114.46,피싱
CTAS_IP_1473,IPv4,IP,114.41.17.54,피싱
CTAS_IP_1474,IPv4,IP,1.163.207.79,피싱
CTAS_IP_1475,IPv4,IP,111.253.214.100,피싱
CTAS_IP_1476,IPv4,IP,143.198.223.157,C&C
CTAS_IP_1477,IPv4,IP,36.232.75.66,피싱
CTAS_IP_1478,IPv4,IP,1.163.198.83,피싱
CTAS_IP_1479,IPv4,IP,45.137.9.233,피싱
CTAS_IP_1480,IPv4,IP,154.208.28.207,피싱
CTAS_IP_1481,IPv4,IP,111.253.215.36,피싱
CTAS_IP_1482,IPv4,IP,111.253.215.170,피싱
CTAS_IP_1483,IPv4,IP,154.208.28.204,피싱
CTAS_IP_1484,IPv4,IP,154.208.28.206,피싱
CTAS_IP_1485,IPv4,IP,1.164.178.225,피싱
CTAS_IP_1486,IPv4,IP,111.253.214.154,피싱
CTAS_IP_1487,IPv4,IP,36.232.101.2,피싱
CTAS_IP_1488,IPv4,IP,36.232.89.164,피싱
CTAS_IP_1489,IPv4,IP,36.232.97.46,피싱
CTAS_IP_1490,IPv4,IP,114.26.185.165,피싱
CTAS_IP_1491,IPv4,IP,154.208.28.205,피싱
CTAS_IP_1492,IPv4,IP,154.208.28.203,피싱
CTAS_IP_1493,IPv4,IP,154.208.28.202,피싱
CTAS_IP_1494,IPv4,IP,36.232.106.192,피싱
CTAS_IP_1495,IPv4,IP,1.168.187.147,피싱
CTAS_IP_1496,IPv4,IP,36.232.74.138,피싱
CTAS_IP_1497,IPv4,IP,113.230.54.89,악성코드 유포지
CTAS_IP_1498,IPv4,IP,115.48.161.210,악성코드 유포지
CTAS_IP_1499,IPv4,IP,115.49.25.47,악성코드 유포지
CTAS_IP_1500,IPv4,IP,115.63.15.5,악성코드 유포지
CTAS_IP_1501,IPv4,IP,120.84.215.13,악성코드 유포지
CTAS_IP_1502,IPv4,IP,123.11.14.145,악성코드 유포지
CTAS_IP_1503,IPv4,IP,123.189.138.204,악성코드 유포지
CTAS_IP_1504,IPv4,IP,123.4.235.174,악성코드 유포지
CTAS_IP_1505,IPv4,IP,182.112.4.89,악성코드 유포지
CTAS_IP_1506,IPv4,IP,182.117.78.34,악성코드 유포지
CTAS_IP_1507,IPv4,IP,182.119.198.153,악성코드 유포지
CTAS_IP_1508,IPv4,IP,220.201.18.40,악성코드 유포지
CTAS_IP_1509,IPv4,IP,221.15.17.84,악성코드 유포지
CTAS_IP_1510,IPv4,IP,222.137.144.93,악성코드 유포지
CTAS_IP_1511,IPv4,IP,222.141.43.157,악성코드 유포지
CTAS_IP_1512,IPv4,IP,27.37.88.200,악성코드 유포지
CTAS_IP_1513,IPv4,IP,42.228.233.140,악성코드 유포지
CTAS_IP_1514,IPv4,IP,117.241.53.119,악성코드 유포지
CTAS_IP_1515,IPv4,IP,59.95.83.206,악성코드 유포지
CTAS_IP_1516,IPv4,IP,45.141.26.73,악성코드 유포지
CTAS_IP_1517,IPv4,IP,108.186.186.106,피싱
CTAS_IP_1518,IPv4,IP,36.232.67.50,피싱
CTAS_IP_1519,IPv4,IP,222.95.214.29,악성코드 유포지
CTAS_IP_1520,IPv4,IP,199.16.59.214,악성코드 유포지
CTAS_IP_1521,IPv4,IP,120.28.78.212,악성코드 유포지
CTAS_IP_1522,IPv4,IP,120.84.213.171,악성코드 유포지
CTAS_IP_1523,IPv4,IP,61.176.211.106,악성코드 유포지
CTAS_IP_1524,IPv4,IP,175.173.231.56,악성코드 유포지
CTAS_IP_1525,IPv4,IP,119.114.164.98,악성코드 유포지
CTAS_IP_1526,IPv4,IP,120.84.214.130,악성코드 유포지
CTAS_IP_1527,IPv4,IP,112.239.103.253,악성코드 유포지
CTAS_IP_1528,IPv4,IP,115.55.22.168,악성코드 유포지
CTAS_IP_1529,IPv4,IP,112.232.61.192,악성코드 유포지
CTAS_IP_1530,IPv4,IP,39.77.228.43,악성코드 유포지
CTAS_IP_1531,IPv4,IP,182.127.108.39,악성코드 유포지
CTAS_IP_1532,IPv4,IP,42.239.152.223,악성코드 유포지
CTAS_IP_1533,IPv4,IP,110.182.252.249,악성코드 유포지
CTAS_IP_1534,IPv4,IP,112.255.106.148,악성코드 유포지
CTAS_IP_1535,IPv4,IP,110.186.231.184,악성코드 유포지
CTAS_IP_1536,IPv4,IP,123.10.2.23,악성코드 유포지
CTAS_IP_1537,IPv4,IP,123.11.76.99,악성코드 유포지
CTAS_IP_1538,IPv4,IP,182.126.115.113,악성코드 유포지
CTAS_IP_1539,IPv4,IP,27.215.50.239,악성코드 유포지
CTAS_IP_1540,IPv4,IP,123.132.167.5,악성코드 유포지
CTAS_IP_1541,IPv4,IP,222.138.205.201,악성코드 유포지
CTAS_IP_1542,IPv4,IP,39.74.67.162,악성코드 유포지
CTAS_IP_1543,IPv4,IP,42.224.199.189,악성코드 유포지
CTAS_IP_1544,IPv4,IP,123.5.147.209,악성코드 유포지
CTAS_IP_1545,IPv4,IP,42.239.230.180,악성코드 유포지
CTAS_IP_1546,IPv4,IP,115.55.242.9,악성코드 유포지
CTAS_IP_1547,IPv4,IP,115.55.251.17,악성코드 유포지
CTAS_IP_1548,IPv4,IP,42.231.89.21,악성코드 유포지
CTAS_IP_1549,IPv4,IP,42.224.68.52,악성코드 유포지
CTAS_IP_1550,IPv4,IP,115.54.118.192,악성코드 유포지
CTAS_IP_1551,IPv4,IP,219.155.81.102,악성코드 유포지
CTAS_IP_1552,IPv4,IP,220.202.90.68,악성코드 유포지
CTAS_IP_1553,IPv4,IP,42.226.215.57,악성코드 유포지
CTAS_IP_1554,IPv4,IP,116.139.26.169,악성코드 유포지
CTAS_IP_1555,IPv4,IP,27.37.78.250,악성코드 유포지
CTAS_IP_1556,IPv4,IP,175.165.85.191,악성코드 유포지
CTAS_IP_1557,IPv4,IP,175.174.87.139,악성코드 유포지
CTAS_IP_1558,IPv4,IP,119.117.185.187,악성코드 유포지
CTAS_IP_1559,IPv4,IP,42.53.72.254,악성코드 유포지
CTAS_IP_1560,IPv4,IP,175.150.22.154,악성코드 유포지
CTAS_IP_1561,IPv4,IP,175.149.145.48,악성코드 유포지
CTAS_IP_1562,IPv4,IP,218.60.181.77,악성코드 유포지
CTAS_IP_1563,IPv4,IP,175.150.93.245,악성코드 유포지
CTAS_IP_1564,IPv4,IP,119.117.106.244,악성코드 유포지
CTAS_IP_1565,IPv4,IP,110.37.14.251,악성코드 유포지
CTAS_IP_1566,IPv4,IP,110.38.196.142,악성코드 유포지
CTAS_IP_1567,IPv4,IP,36.232.74.79,피싱
CTAS_IP_1568,IPv4,IP,36.232.112.18,피싱
CTAS_IP_1569,IPv4,IP,1.170.211.161,피싱
CTAS_IP_1570,IPv4,IP,36.232.115.231,피싱
CTAS_IP_1571,IPv4,IP,123.9.93.175,악성코드 유포지
CTAS_IP_1572,IPv4,IP,27.12.98.229,악성코드 유포지
CTAS_IP_1573,IPv4,IP,125.161.142.194,악성코드 유포지
CTAS_IP_1574,IPv4,IP,77.247.88.72,악성코드 유포지
CTAS_IP_1575,IPv4,IP,59.42.89.131,악성코드 유포지
CTAS_IP_1576,IPv4,IP,221.229.54.188,악성코드 유포지
CTAS_IP_1577,IPv4,IP,115.55.242.6,악성코드 유포지
CTAS_IP_1578,IPv4,IP,115.55.221.37,악성코드 유포지
CTAS_IP_1579,IPv4,IP,112.248.245.2,악성코드 유포지
CTAS_IP_1580,IPv4,IP,115.56.155.131,악성코드 유포지
CTAS_IP_1581,IPv4,IP,182.119.198.91,악성코드 유포지
CTAS_IP_1582,IPv4,IP,59.93.19.33,악성코드 유포지
CTAS_IP_1583,IPv4,IP,182.127.104.4,악성코드 유포지
CTAS_IP_1584,IPv4,IP,42.226.68.76,악성코드 유포지
CTAS_IP_1585,IPv4,IP,119.115.243.13,악성코드 유포지
CTAS_IP_1586,IPv4,IP,123.8.23.36,악성코드 유포지
CTAS_IP_1587,IPv4,IP,61.176.71.90,악성코드 유포지
CTAS_IP_1588,IPv4,IP,1.163.244.47,피싱
CTAS_IP_1589,IPv4,IP,36.232.72.132,피싱
CTAS_IP_1590,IPv4,IP,36.232.103.228,피싱
CTAS_IP_1591,IPv4,IP,111.253.216.3,피싱
CTAS_IP_1592,IPv4,IP,36.232.116.161,피싱
CTAS_IP_1593,IPv4,IP,36.232.108.156,피싱
CTAS_IP_1594,IPv4,IP,36.232.69.253,피싱
CTAS_IP_1595,IPv4,IP,45.132.237.219,피싱
CTAS_IP_1596,IPv4,IP,111.253.216.85,피싱
CTAS_IP_1597,IPv4,IP,2.80.184.127,악성코드 유포지
CTAS_IP_1598,IPv4,IP,27.215.186.113,악성코드 유포지
CTAS_IP_1599,IPv4,IP,180.190.238.89,악성코드 유포지
CTAS_IP_1600,IPv4,IP,193.187.101.227,악성코드 유포지
CTAS_IP_1601,IPv4,IP,216.126.86.105,악성코드 유포지
CTAS_IP_1602,IPv4,IP,201.131.163.246,악성코드 유포지
CTAS_IP_1603,IPv4,IP,45.180.84.90,악성코드 유포지
CTAS_IP_1604,IPv4,IP,182.146.222.249,악성코드 유포지
CTAS_IP_1605,IPv4,IP,115.76.99.238,악성코드 유포지
CTAS_IP_1606,IPv4,IP,123.10.38.32,악성코드 유포지
CTAS_IP_1607,IPv4,IP,115.49.31.90,악성코드 유포지
CTAS_IP_1608,IPv4,IP,42.231.40.160,악성코드 유포지
CTAS_IP_1609,IPv4,IP,42.224.95.118,악성코드 유포지
CTAS_IP_1610,IPv4,IP,125.47.253.255,악성코드 유포지
CTAS_IP_1611,IPv4,IP,42.224.144.97,악성코드 유포지
CTAS_IP_1612,IPv4,IP,110.36.80.162,악성코드 유포지
CTAS_IP_1613,IPv4,IP,61.52.60.251,악성코드 유포지
CTAS_IP_1614,IPv4,IP,112.238.173.83,악성코드 유포지
CTAS_IP_1615,IPv4,IP,61.52.46.74,악성코드 유포지
CTAS_IP_1616,IPv4,IP,182.176.82.119,악성코드 유포지
CTAS_IP_1617,IPv4,IP,42.226.208.233,악성코드 유포지
CTAS_IP_1618,IPv4,IP,182.117.128.62,악성코드 유포지
CTAS_IP_1619,IPv4,IP,222.140.157.111,악성코드 유포지
CTAS_IP_1620,IPv4,IP,190.40.185.33,악성코드 유포지
CTAS_IP_1621,IPv4,IP,110.37.111.58,악성코드 유포지
CTAS_IP_1622,IPv4,IP,182.124.234.141,악성코드 유포지
CTAS_IP_1623,IPv4,IP,110.37.65.82,악성코드 유포지
CTAS_IP_1624,IPv4,IP,125.46.128.198,악성코드 유포지
CTAS_IP_1625,IPv4,IP,115.57.231.40,악성코드 유포지
